var_from,var_to,corr
Basophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),0.0733
Vitamin B6 (mg),PFA 22:5 (Docosapentaenoic) (gm),0.2738
Segmented neutrophils num (1000 cell/uL),PFA 22:5 (Docosapentaenoic) (gm),-0.0744
Glycohemoglobin (%),PFA 22:5 (Docosapentaenoic) (gm),0.0474
Thiamin (Vitamin B1) (mg),PFA 22:5 (Docosapentaenoic) (gm),0.2022
Platelet count (1000 cells/uL),PFA 22:5 (Docosapentaenoic) (gm),-0.0389
Sodium (mg),PFA 22:5 (Docosapentaenoic) (gm),0.3616
SFA 4:0 (Butanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.4062
"Iron, refrigerated serum  (umol/L)",PFA 22:5 (Docosapentaenoic) (gm),0.003
Albumin (g/L),PFA 22:5 (Docosapentaenoic) (gm),0.0289
Potassium (mg),PFA 22:5 (Docosapentaenoic) (gm),0.249
Total saturated fatty acids (gm),PFA 22:5 (Docosapentaenoic) (gm),0.3976
Mean platelet volume (fL),PFA 22:5 (Docosapentaenoic) (gm),0.015
Mean cell volume (fL),PFA 22:5 (Docosapentaenoic) (gm),0.0016
SFA 6:0 (Hexanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.2845
Vitamin B12 (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.3575
Mean cell hemoglobin (pg),PFA 22:5 (Docosapentaenoic) (gm),-0.0098
Total sugars (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0985
Aspartate aminotransferase AST (U/L),PFA 22:5 (Docosapentaenoic) (gm),0.0738
Retinol (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.3953
Eosinophils number (1000 cells/uL),PFA 22:5 (Docosapentaenoic) (gm),0.0465
Creatinine (umol/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0688
Phosphorus (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0267
Blood urea nitrogen (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0915
Segmented neutrophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),-0.0555
Eosinophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),0.0888
SFA 8:0 (Octanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.246
Protein (gm),PFA 22:5 (Docosapentaenoic) (gm),0.4087
Red cell distribution width (%),PFA 22:5 (Docosapentaenoic) (gm),0.039
"Triglycerides, refrigerated  (mmol/L)",PFA 22:5 (Docosapentaenoic) (gm),-0.0161
Hemoglobin (g/dL),PFA 22:5 (Docosapentaenoic) (gm),-0.0534
"Albumin, urine (mg/L)",PFA 22:6 (Docosahexaenoic) (gm),-0.0778
Total bilirubin (umol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0493
"Vitamin A, RAE (mcg)",PFA 22:6 (Docosahexaenoic) (gm),0.2162
Mean cell hemoglobin (pg),PFA 22:6 (Docosahexaenoic) (gm),-0.0179
Cholesterol (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0189
Segmented neutrophils num (1000 cell/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0093
Alanine aminotransferase ALT (U/L),PFA 22:6 (Docosahexaenoic) (gm),0.0545
Retinol (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.3271
Vitamin C (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1167
SFA 14:0 (Tetradecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1773
Riboflavin (Vitamin B2) (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2366
Phosphorus (mg),PFA 22:6 (Docosahexaenoic) (gm),0.3347
Creatinine (umol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0358
White blood cell count (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0225
Gamma glutamyl transferase (U/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0433
Protein (gm),PFA 22:6 (Docosahexaenoic) (gm),0.3641
Zinc (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1819
Potassium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0351
Hemoglobin (g/dL),PFA 22:6 (Docosahexaenoic) (gm),-0.0379
Bicarbonate (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0019
Thiamin (Vitamin B1) (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1394
Chloride (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0132
SFA 8:0 (Octanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1458
"Cotinine, Serum (ng/mL)",PFA 22:6 (Docosahexaenoic) (gm),-0.069
Total saturated fatty acids (gm),PFA 22:6 (Docosahexaenoic) (gm),0.2885
Potassium (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2577
SFA 10:0 (Decanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1768
"Triglycerides, refrigerated  (mmol/L)",PFA 22:6 (Docosahexaenoic) (gm),-0.0182
SFA 16:0 (Hexadecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.3245
Globulin (g/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0189
Segmented neutrophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.0073
Sodium (mg),PFA 22:6 (Docosahexaenoic) (gm),0.3208
SFA 12:0 (Dodecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.0873
SFA 6:0 (Hexanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1463
Uric acid (umol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0043
Phosphorus (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0532
Mean platelet volume (fL),PFA 22:6 (Docosahexaenoic) (gm),-0.0262
Total sugars (gm),PFA 22:6 (Docosahexaenoic) (gm),0.0971
Platelet count (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0707
Lactate dehydrogenase (U/L),PFA 22:6 (Docosahexaenoic) (gm),0.0254
Vitamin B6 (mg),PFA 22:6 (Docosahexaenoic) (gm),0.225
"Glucose, refrigerated serum (mmol/L)",PFA 22:6 (Docosahexaenoic) (gm),-0.0153
Aspartate aminotransferase AST (U/L),PFA 22:6 (Docosahexaenoic) (gm),0.0565
Red blood cell count (million cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0251
Total calcium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0093
SFA 4:0 (Butanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.2576
Monocyte number (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0636
Eosinophils number (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),0.032
Total fat (gm),PFA 22:6 (Docosahexaenoic) (gm),0.3506
Red cell distribution width (%),PFA 22:6 (Docosahexaenoic) (gm),0.0471
Alkaline phosphatase (IU/L),PFA 22:6 (Docosahexaenoic) (gm),0.0397
Lymphocyte percent (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0184
Total polyunsaturated fatty acids (gm),PFA 22:6 (Docosahexaenoic) (gm),0.3804
Sodium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.068
Basophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0115
Osmolality (mmol/Kg),PFA 22:6 (Docosahexaenoic) (gm),-0.0565
Vitamin K (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.273
Vitamin B12 (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.207
Albumin (g/L),PFA 22:6 (Docosahexaenoic) (gm),0.0239
Theobromine (mg),PFA 22:6 (Docosahexaenoic) (gm),0.0427
Hematocrit (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0308
Monocyte percent (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0577
Total protein (g/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0012
Selenium (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.3491
Glycohemoglobin (%),PFA 22:6 (Docosahexaenoic) (gm),0.0368
SFA 18:0 (Octadecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.2796
Basophils number (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0668
Mean cell volume (fL),PFA 22:6 (Docosahexaenoic) (gm),-0.0085
Blood urea nitrogen (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0534
Eosinophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.0085
Lymphocyte number (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0425
"Iron, refrigerated serum  (umol/L)",PFA 22:6 (Docosahexaenoic) (gm),0.0095
"Glucose, refrigerated serum (mmol/L)",Total polyunsaturated fatty acids (gm),-0.0195
Theobromine (mg),Total polyunsaturated fatty acids (gm),0.1664
SFA 4:0 (Butanoic) (gm),Total polyunsaturated fatty acids (gm),0.2803
Vitamin B6 (mg),Total polyunsaturated fatty acids (gm),0.4652
Retinol (mcg),Total polyunsaturated fatty acids (gm),0.302
Lymphocyte number (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.0063
Vitamin B12 (mcg),Total polyunsaturated fatty acids (gm),0.2217
Chloride (mmol/L),Total polyunsaturated fatty acids (gm),-0.0429
Eosinophils number (1000 cells/uL),Total polyunsaturated fatty acids (gm),0.119
Monocyte number (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.0089
SFA 18:0 (Octadecanoic) (gm),Total polyunsaturated fatty acids (gm),0.6374
Monocyte percent (%),Total polyunsaturated fatty acids (gm),-0.0693
Sodium (mmol/L),Total polyunsaturated fatty acids (gm),0.0091
Lactate dehydrogenase (U/L),Total polyunsaturated fatty acids (gm),0.0218
White blood cell count (1000 cells/uL),Total polyunsaturated fatty acids (gm),0.0513
"Cotinine, Serum (ng/mL)",Total polyunsaturated fatty acids (gm),-0.0439
SFA 8:0 (Octanoic) (gm),Total polyunsaturated fatty acids (gm),0.2863
Platelet count (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.1213
Mean platelet volume (fL),Total polyunsaturated fatty acids (gm),-0.0129
Riboflavin (Vitamin B2) (mg),Total polyunsaturated fatty acids (gm),0.4729
Hematocrit (%),Total polyunsaturated fatty acids (gm),0.1158
Uric acid (umol/L),Total polyunsaturated fatty acids (gm),0.1124
Basophils number (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.0109
Sodium (mg),Total polyunsaturated fatty acids (gm),0.7026
"Vitamin A, RAE (mcg)",Total polyunsaturated fatty acids (gm),0.2816
Selenium (mcg),Total polyunsaturated fatty acids (gm),0.5777
Hemoglobin (g/dL),Total polyunsaturated fatty acids (gm),0.1066
Blood urea nitrogen (mmol/L),Total polyunsaturated fatty acids (gm),0.0198
Red blood cell count (million cells/uL),Total polyunsaturated fatty acids (gm),0.0932
"Triglycerides, refrigerated  (mmol/L)",Total polyunsaturated fatty acids (gm),0.0346
Globulin (g/L),Total polyunsaturated fatty acids (gm),-0.0513
SFA 14:0 (Tetradecanoic) (gm),Total polyunsaturated fatty acids (gm),0.3496
Total fat (gm),Total polyunsaturated fatty acids (gm),0.8549
Potassium (mg),Total polyunsaturated fatty acids (gm),0.5998
Total protein (g/L),Total polyunsaturated fatty acids (gm),-0.0158
Bicarbonate (mmol/L),Total polyunsaturated fatty acids (gm),0.1326
Total bilirubin (umol/L),Total polyunsaturated fatty acids (gm),0.0031
Alkaline phosphatase (IU/L),Total polyunsaturated fatty acids (gm),0.0307
Thiamin (Vitamin B1) (mg),Total polyunsaturated fatty acids (gm),0.5138
Total sugars (gm),Total polyunsaturated fatty acids (gm),0.3627
Mean cell hemoglobin (pg),Total polyunsaturated fatty acids (gm),0.0297
Basophils percent (%),Total polyunsaturated fatty acids (gm),0.0226
SFA 16:0 (Hexadecanoic) (gm),Total polyunsaturated fatty acids (gm),0.7125
Creatinine (umol/L),Total polyunsaturated fatty acids (gm),0.1729
Potassium (mmol/L),Total polyunsaturated fatty acids (gm),0.0605
Vitamin K (mcg),Total polyunsaturated fatty acids (gm),0.6252
Glycohemoglobin (%),Total polyunsaturated fatty acids (gm),0.0383
Aspartate aminotransferase AST (U/L),Total polyunsaturated fatty acids (gm),0.1305
Mean cell volume (fL),Total polyunsaturated fatty acids (gm),0.0309
Phosphorus (mg),Total polyunsaturated fatty acids (gm),0.6411
Albumin (g/L),Total polyunsaturated fatty acids (gm),0.0626
Protein (gm),Total polyunsaturated fatty acids (gm),0.6165
SFA 12:0 (Dodecanoic) (gm),Total polyunsaturated fatty acids (gm),0.269
Vitamin C (mg),Total polyunsaturated fatty acids (gm),0.215
Phosphorus (mmol/L),Total polyunsaturated fatty acids (gm),-0.0381
Eosinophils percent (%),Total polyunsaturated fatty acids (gm),0.1074
Zinc (mg),Total polyunsaturated fatty acids (gm),0.4763
Osmolality (mmol/Kg),Total polyunsaturated fatty acids (gm),0.0044
Lymphocyte percent (%),Total polyunsaturated fatty acids (gm),-0.0594
Segmented neutrophils percent (%),Total polyunsaturated fatty acids (gm),0.0599
"Albumin, urine (mg/L)",Total polyunsaturated fatty acids (gm),-0.0903
SFA 6:0 (Hexanoic) (gm),Total polyunsaturated fatty acids (gm),0.2477
Alanine aminotransferase ALT (U/L),Total polyunsaturated fatty acids (gm),0.1531
Total calcium (mmol/L),Total polyunsaturated fatty acids (gm),0.0341
Cholesterol (mmol/L),Total polyunsaturated fatty acids (gm),-0.0522
Red cell distribution width (%),Total polyunsaturated fatty acids (gm),-0.0318
Segmented neutrophils num (1000 cell/uL),Total polyunsaturated fatty acids (gm),0.062
Gamma glutamyl transferase (U/L),Total polyunsaturated fatty acids (gm),0.0995
"Iron, refrigerated serum  (umol/L)",Total polyunsaturated fatty acids (gm),0.0137
Total saturated fatty acids (gm),Total polyunsaturated fatty acids (gm),0.6499
SFA 10:0 (Decanoic) (gm),Total polyunsaturated fatty acids (gm),0.3136
"Glucose, refrigerated serum (mmol/L)",Phosphorus (mg),0.0651
"Vitamin A, RAE (mcg)",Phosphorus (mg),0.5429
SFA 18:0 (Octadecanoic) (gm),Phosphorus (mg),0.761
"Triglycerides, refrigerated  (mmol/L)",Phosphorus (mg),0.071
SFA 4:0 (Butanoic) (gm),Phosphorus (mg),0.4993
"Albumin, urine (mg/L)",Phosphorus (mg),-0.0959
Hematocrit (%),Phosphorus (mg),0.1871
Eosinophils number (1000 cells/uL),Phosphorus (mg),0.0398
Vitamin B12 (mcg),Phosphorus (mg),0.4984
Blood urea nitrogen (mmol/L),Phosphorus (mg),0.2672
Selenium (mcg),Phosphorus (mg),0.8376
Phosphorus (mmol/L),Phosphorus (mg),0.0185
Globulin (g/L),Phosphorus (mg),-0.0769
Segmented neutrophils num (1000 cell/uL),Phosphorus (mg),0.0551
Sodium (mg),Phosphorus (mg),0.8354
Uric acid (umol/L),Phosphorus (mg),0.0801
"Iron, refrigerated serum  (umol/L)",Phosphorus (mg),0.0548
Retinol (mcg),Phosphorus (mg),0.5286
SFA 14:0 (Tetradecanoic) (gm),Phosphorus (mg),0.671
Basophils number (1000 cells/uL),Phosphorus (mg),0.0122
Red cell distribution width (%),Phosphorus (mg),-0.0618
Protein (gm),Phosphorus (mg),0.9265
Monocyte percent (%),Phosphorus (mg),-0.0895
Potassium (mg),Phosphorus (mg),0.8498
Potassium (mmol/L),Phosphorus (mg),0.0375
Total protein (g/L),Phosphorus (mg),-0.0032
Thiamin (Vitamin B1) (mg),Phosphorus (mg),0.7636
Vitamin K (mcg),Phosphorus (mg),0.4541
Lymphocyte number (1000 cells/uL),Phosphorus (mg),-0.0063
Eosinophils percent (%),Phosphorus (mg),0.08
Total sugars (gm),Phosphorus (mg),0.4253
Bicarbonate (mmol/L),Phosphorus (mg),0.2383
Riboflavin (Vitamin B2) (mg),Phosphorus (mg),0.8435
Glycohemoglobin (%),Phosphorus (mg),-0.0175
Gamma glutamyl transferase (U/L),Phosphorus (mg),0.1055
Osmolality (mmol/Kg),Phosphorus (mg),0.0778
Red blood cell count (million cells/uL),Phosphorus (mg),0.1572
Vitamin C (mg),Phosphorus (mg),0.2595
Theobromine (mg),Phosphorus (mg),0.2017
Segmented neutrophils percent (%),Phosphorus (mg),0.0532
"Cotinine, Serum (ng/mL)",Phosphorus (mg),-0.0703
Alkaline phosphatase (IU/L),Phosphorus (mg),0.12
Creatinine (umol/L),Phosphorus (mg),0.1771
SFA 8:0 (Octanoic) (gm),Phosphorus (mg),0.4611
Basophils percent (%),Phosphorus (mg),0.0351
SFA 6:0 (Hexanoic) (gm),Phosphorus (mg),0.4208
Alanine aminotransferase ALT (U/L),Phosphorus (mg),0.2028
Sodium (mmol/L),Phosphorus (mg),-0.0169
Cholesterol (mmol/L),Phosphorus (mg),-0.0021
SFA 12:0 (Dodecanoic) (gm),Phosphorus (mg),0.4938
Hemoglobin (g/dL),Phosphorus (mg),0.1862
Chloride (mmol/L),Phosphorus (mg),-0.1847
Aspartate aminotransferase AST (U/L),Phosphorus (mg),0.2139
Monocyte number (1000 cells/uL),Phosphorus (mg),-0.0196
Mean cell volume (fL),Phosphorus (mg),0.038
White blood cell count (1000 cells/uL),Phosphorus (mg),0.047
Mean platelet volume (fL),Phosphorus (mg),-0.0896
SFA 10:0 (Decanoic) (gm),Phosphorus (mg),0.5523
Total calcium (mmol/L),Phosphorus (mg),0.042
Zinc (mg),Phosphorus (mg),0.8537
Total saturated fatty acids (gm),Phosphorus (mg),0.818
Mean cell hemoglobin (pg),Phosphorus (mg),0.0565
Albumin (g/L),Phosphorus (mg),0.1062
SFA 16:0 (Hexadecanoic) (gm),Phosphorus (mg),0.8252
Vitamin B6 (mg),Phosphorus (mg),0.6922
Total fat (gm),Phosphorus (mg),0.8208
Lactate dehydrogenase (U/L),Phosphorus (mg),0.0681
Total bilirubin (umol/L),Phosphorus (mg),0.0021
Lymphocyte percent (%),Phosphorus (mg),-0.0566
Platelet count (1000 cells/uL),Phosphorus (mg),-0.092
Globulin (g/L),Potassium (mg),-0.0893
Aspartate aminotransferase AST (U/L),Potassium (mg),0.2322
Total protein (g/L),Potassium (mg),0.0359
White blood cell count (1000 cells/uL),Potassium (mg),0.0365
Cholesterol (mmol/L),Potassium (mg),0.0231
Mean platelet volume (fL),Potassium (mg),-0.052
Protein (gm),Potassium (mg),0.8192
Hemoglobin (g/dL),Potassium (mg),0.2292
Monocyte number (1000 cells/uL),Potassium (mg),0.0242
Eosinophils number (1000 cells/uL),Potassium (mg),0.0439
Lactate dehydrogenase (U/L),Potassium (mg),0.0658
Segmented neutrophils num (1000 cell/uL),Potassium (mg),0.0361
Total fat (gm),Potassium (mg),0.7111
"Triglycerides, refrigerated  (mmol/L)",Potassium (mg),0.0876
Total bilirubin (umol/L),Potassium (mg),0.0629
SFA 16:0 (Hexadecanoic) (gm),Potassium (mg),0.6705
Glycohemoglobin (%),Potassium (mg),-0.0362
"Glucose, refrigerated serum (mmol/L)",Potassium (mg),0.0132
Hematocrit (%),Potassium (mg),0.2361
Vitamin B6 (mg),Potassium (mg),0.7462
SFA 12:0 (Dodecanoic) (gm),Potassium (mg),0.329
Lymphocyte percent (%),Potassium (mg),-0.0234
Zinc (mg),Potassium (mg),0.7601
Red blood cell count (million cells/uL),Potassium (mg),0.1957
SFA 8:0 (Octanoic) (gm),Potassium (mg),0.3561
Uric acid (umol/L),Potassium (mg),0.1187
Albumin (g/L),Potassium (mg),0.1842
Alanine aminotransferase ALT (U/L),Potassium (mg),0.2032
SFA 14:0 (Tetradecanoic) (gm),Potassium (mg),0.4681
Red cell distribution width (%),Potassium (mg),-0.0459
SFA 10:0 (Decanoic) (gm),Potassium (mg),0.3938
Platelet count (1000 cells/uL),Potassium (mg),-0.0945
Phosphorus (mmol/L),Potassium (mg),0.0033
Vitamin C (mg),Potassium (mg),0.4096
Creatinine (umol/L),Potassium (mg),0.1747
Vitamin B12 (mcg),Potassium (mg),0.3552
"Iron, refrigerated serum  (umol/L)",Potassium (mg),0.0992
Potassium (mmol/L),Potassium (mg),0.0611
Basophils percent (%),Potassium (mg),0.0069
"Cotinine, Serum (ng/mL)",Potassium (mg),-0.0704
Vitamin K (mcg),Potassium (mg),0.5608
Mean cell hemoglobin (pg),Potassium (mg),0.0678
"Vitamin A, RAE (mcg)",Potassium (mg),0.4543
"Albumin, urine (mg/L)",Potassium (mg),-0.1217
Theobromine (mg),Potassium (mg),0.2241
Riboflavin (Vitamin B2) (mg),Potassium (mg),0.7492
SFA 4:0 (Butanoic) (gm),Potassium (mg),0.3307
Thiamin (Vitamin B1) (mg),Potassium (mg),0.6732
SFA 18:0 (Octadecanoic) (gm),Potassium (mg),0.6094
Alkaline phosphatase (IU/L),Potassium (mg),0.0803
Monocyte percent (%),Potassium (mg),-0.0201
Total sugars (gm),Potassium (mg),0.4783
Eosinophils percent (%),Potassium (mg),0.0791
Sodium (mg),Potassium (mg),0.7529
Selenium (mcg),Potassium (mg),0.6885
Total calcium (mmol/L),Potassium (mg),0.0784
Chloride (mmol/L),Potassium (mg),-0.2173
Mean cell volume (fL),Potassium (mg),0.0522
Total saturated fatty acids (gm),Potassium (mg),0.6441
SFA 6:0 (Hexanoic) (gm),Potassium (mg),0.2849
Retinol (mcg),Potassium (mg),0.3305
Basophils number (1000 cells/uL),Potassium (mg),-0.0267
Gamma glutamyl transferase (U/L),Potassium (mg),0.1295
Sodium (mmol/L),Potassium (mg),-0.0119
Segmented neutrophils percent (%),Potassium (mg),0.0257
Lymphocyte number (1000 cells/uL),Potassium (mg),0.0157
Osmolality (mmol/Kg),Potassium (mg),0.051
Blood urea nitrogen (mmol/L),Potassium (mg),0.1938
Bicarbonate (mmol/L),Potassium (mg),0.2129
Thiamin (Vitamin B1) (mg),Protein (gm),0.715
Potassium (mmol/L),Protein (gm),0.0287
SFA 4:0 (Butanoic) (gm),Protein (gm),0.4321
Gamma glutamyl transferase (U/L),Protein (gm),0.1045
SFA 10:0 (Decanoic) (gm),Protein (gm),0.4765
Monocyte number (1000 cells/uL),Protein (gm),-0.0269
Phosphorus (mmol/L),Protein (gm),0.0022
SFA 18:0 (Octadecanoic) (gm),Protein (gm),0.7274
Red cell distribution width (%),Protein (gm),-0.0745
Alanine aminotransferase ALT (U/L),Protein (gm),0.1742
Riboflavin (Vitamin B2) (mg),Protein (gm),0.7702
Red blood cell count (million cells/uL),Protein (gm),0.1699
Theobromine (mg),Protein (gm),0.1274
Globulin (g/L),Protein (gm),-0.0593
Lactate dehydrogenase (U/L),Protein (gm),0.0345
"Cotinine, Serum (ng/mL)",Protein (gm),-0.0758
Total fat (gm),Protein (gm),0.794
SFA 14:0 (Tetradecanoic) (gm),Protein (gm),0.5946
White blood cell count (1000 cells/uL),Protein (gm),0.0098
Alkaline phosphatase (IU/L),Protein (gm),0.1013
Hematocrit (%),Protein (gm),0.2111
Uric acid (umol/L),Protein (gm),0.1311
Mean platelet volume (fL),Protein (gm),-0.0865
SFA 16:0 (Hexadecanoic) (gm),Protein (gm),0.789
Selenium (mcg),Protein (gm),0.9131
Vitamin B12 (mcg),Protein (gm),0.4888
Cholesterol (mmol/L),Protein (gm),-0.0268
"Albumin, urine (mg/L)",Protein (gm),-0.1185
Lymphocyte percent (%),Protein (gm),-0.0181
Platelet count (1000 cells/uL),Protein (gm),-0.105
Bicarbonate (mmol/L),Protein (gm),0.2079
Vitamin C (mg),Protein (gm),0.2244
Glycohemoglobin (%),Protein (gm),-0.0097
Total sugars (gm),Protein (gm),0.3338
SFA 8:0 (Octanoic) (gm),Protein (gm),0.4066
"Iron, refrigerated serum  (umol/L)",Protein (gm),0.0899
Sodium (mg),Protein (gm),0.8465
Zinc (mg),Protein (gm),0.8524
Chloride (mmol/L),Protein (gm),-0.1896
Segmented neutrophils num (1000 cell/uL),Protein (gm),0.0125
Segmented neutrophils percent (%),Protein (gm),0.0136
Retinol (mcg),Protein (gm),0.4695
Vitamin K (mcg),Protein (gm),0.4474
Mean cell hemoglobin (pg),Protein (gm),0.067
Vitamin B6 (mg),Protein (gm),0.7172
Total bilirubin (umol/L),Protein (gm),0.037
Sodium (mmol/L),Protein (gm),-0.0254
Albumin (g/L),Protein (gm),0.1254
Creatinine (umol/L),Protein (gm),0.1847
Mean cell volume (fL),Protein (gm),0.0554
Blood urea nitrogen (mmol/L),Protein (gm),0.2813
SFA 6:0 (Hexanoic) (gm),Protein (gm),0.3326
Eosinophils number (1000 cells/uL),Protein (gm),0.0401
SFA 12:0 (Dodecanoic) (gm),Protein (gm),0.411
Total protein (g/L),Protein (gm),0.0267
Osmolality (mmol/Kg),Protein (gm),0.0713
Lymphocyte number (1000 cells/uL),Protein (gm),-0.0058
Basophils percent (%),Protein (gm),0.024
Total saturated fatty acids (gm),Protein (gm),0.7673
Eosinophils percent (%),Protein (gm),0.0905
Total calcium (mmol/L),Protein (gm),0.0411
"Glucose, refrigerated serum (mmol/L)",Protein (gm),0.0527
Aspartate aminotransferase AST (U/L),Protein (gm),0.1946
Basophils number (1000 cells/uL),Protein (gm),-0.0092
Hemoglobin (g/dL),Protein (gm),0.2047
"Triglycerides, refrigerated  (mmol/L)",Protein (gm),0.0458
"Vitamin A, RAE (mcg)",Protein (gm),0.4531
Monocyte percent (%),Protein (gm),-0.0511
Glycohemoglobin (%),Retinol (mcg),0.058
"Triglycerides, refrigerated  (mmol/L)",Retinol (mcg),0.0743
Gamma glutamyl transferase (U/L),Retinol (mcg),0.0759
"Iron, refrigerated serum  (umol/L)",Retinol (mcg),-0.0496
Vitamin B12 (mcg),Retinol (mcg),0.567
Basophils percent (%),Retinol (mcg),0.0884
Globulin (g/L),Retinol (mcg),0.052
Uric acid (umol/L),Retinol (mcg),-0.0368
Vitamin K (mcg),Retinol (mcg),0.235
Thiamin (Vitamin B1) (mg),Retinol (mcg),0.3579
Hematocrit (%),Retinol (mcg),-0.0055
Lymphocyte number (1000 cells/uL),Retinol (mcg),-0.0425
Hemoglobin (g/dL),Retinol (mcg),0.0112
Bicarbonate (mmol/L),Retinol (mcg),0.1561
SFA 10:0 (Decanoic) (gm),Retinol (mcg),0.407
Platelet count (1000 cells/uL),Retinol (mcg),-0.0248
Total protein (g/L),Retinol (mcg),0.0176
"Vitamin A, RAE (mcg)",Retinol (mcg),0.6243
Vitamin B6 (mg),Retinol (mcg),0.3745
Basophils number (1000 cells/uL),Retinol (mcg),0.0101
SFA 12:0 (Dodecanoic) (gm),Retinol (mcg),0.2974
White blood cell count (1000 cells/uL),Retinol (mcg),-0.0211
Eosinophils number (1000 cells/uL),Retinol (mcg),-0.0322
SFA 6:0 (Hexanoic) (gm),Retinol (mcg),0.426
SFA 4:0 (Butanoic) (gm),Retinol (mcg),0.6689
Total fat (gm),Retinol (mcg),0.3926
SFA 16:0 (Hexadecanoic) (gm),Retinol (mcg),0.4659
Monocyte number (1000 cells/uL),Retinol (mcg),-0.0632
Mean cell hemoglobin (pg),Retinol (mcg),4e-04
Total calcium (mmol/L),Retinol (mcg),0
Riboflavin (Vitamin B2) (mg),Retinol (mcg),0.4949
Total sugars (gm),Retinol (mcg),0.0764
Total saturated fatty acids (gm),Retinol (mcg),0.4694
Alanine aminotransferase ALT (U/L),Retinol (mcg),0.0955
Alkaline phosphatase (IU/L),Retinol (mcg),0.1636
Albumin (g/L),Retinol (mcg),-0.0387
Potassium (mmol/L),Retinol (mcg),0.0994
Red blood cell count (million cells/uL),Retinol (mcg),0.0107
"Glucose, refrigerated serum (mmol/L)",Retinol (mcg),0.0809
Eosinophils percent (%),Retinol (mcg),0.0393
SFA 8:0 (Octanoic) (gm),Retinol (mcg),0.2582
Lactate dehydrogenase (U/L),Retinol (mcg),0.1107
"Albumin, urine (mg/L)",Retinol (mcg),-0.0537
Theobromine (mg),Retinol (mcg),0.0871
