var_from,var_to,corr
"Iron, refigerated (umol/L)",Total polyunsaturated fatty acids (gm),-0.0389
Total saturated fatty acids (gm),Total polyunsaturated fatty acids (gm),0.8204
SFA 10:0 (Decanoic) (gm),Total polyunsaturated fatty acids (gm),0.3111
"Glucose, serum (mmol/L)",Phosphorus (mg),-0.0105
"Vitamin A, RAE (mcg)",Phosphorus (mg),0.5559
SFA 18:0 (Octadecanoic) (gm),Phosphorus (mg),0.6307
Triglycerides (mmol/L),Phosphorus (mg),-0.0455
SFA 4:0 (Butanoic) (gm),Phosphorus (mg),0.4712
"Albumin, urine (mg/L) SI",Phosphorus (mg),-0.0773
Hematocrit (%),Phosphorus (mg),0.1657
Eosinophils number,Phosphorus (mg),0.0361
Vitamin B12 (mcg),Phosphorus (mg),0.6414
Blood urea nitrogen (mmol/L),Phosphorus (mg),0.2041
Selenium (mcg),Phosphorus (mg),0.8599
Phosphorus (mmol/L),Phosphorus (mg),0.0312
Globulin (g/L),Phosphorus (mg),-0.1111
Segmented neutrophils number,Phosphorus (mg),0.0361
Sodium (mg),Phosphorus (mg),0.8304
Uric acid (umol/L),Phosphorus (mg),0.0723
"Iron, refigerated (umol/L)",Phosphorus (mg),0.0148
Retinol (mcg),Phosphorus (mg),0.4027
SFA 14:0 (Tetradecanoic) (gm),Phosphorus (mg),0.6422
Basophils number,Phosphorus (mg),-0.019
Red cell distribution width (%),Phosphorus (mg),-0.0722
Protein (gm),Phosphorus (mg),0.878
Monocyte percent (%),Phosphorus (mg),0.0511
Potassium (mg),Phosphorus (mg),0.8802
Potassium (mmol/L),Phosphorus (mg),0.0872
Total protein (g/L),Phosphorus (mg),-0.001
Thiamin (Vitamin B1) (mg),Phosphorus (mg),0.7964
Vitamin K (mcg),Phosphorus (mg),0.4826
Lymphocyte number,Phosphorus (mg),-0.0511
Eosinophils percent (%),Phosphorus (mg),0.0544
Total sugars (gm),Phosphorus (mg),0.5962
Bicarbonate (mmol/L),Phosphorus (mg),0.0097
Riboflavin (Vitamin B2) (mg),Phosphorus (mg),0.8859
Glycohemoglobin (%),Phosphorus (mg),-0.1019
Gamma glutamyl transferase (U/L),Phosphorus (mg),0.044
Osmolality (mmol/Kg),Phosphorus (mg),0.1097
Red blood cell count (million cells/uL),Phosphorus (mg),0.1012
Vitamin C (mg),Phosphorus (mg),0.3069
Theobromine (mg),Phosphorus (mg),0.1112
Segmented neutrophils percent (%),Phosphorus (mg),0.0618
Cotinine (ng/mL),Phosphorus (mg),-0.0939
Alkaline phosphotase (U/L),Phosphorus (mg),0.0301
Creatinine (umol/L),Phosphorus (mg),0.1368
SFA 8:0 (Octanoic) (gm),Phosphorus (mg),0.4305
Basophils percent (%),Phosphorus (mg),-0.0139
SFA 6:0 (Hexanoic) (gm),Phosphorus (mg),0.46
Alanine aminotransferase ALT (U/L),Phosphorus (mg),0.1014
Sodium (mmol/L),Phosphorus (mg),0.047
Cholesterol (mmol/L),Phosphorus (mg),-0.0658
SFA 12:0 (Dodecanoic) (gm),Phosphorus (mg),0.4897
Hemoglobin (g/dL),Phosphorus (mg),0.1675
Chloride (mmol/L),Phosphorus (mg),-0.0111
Aspartate aminotransferase AST (U/L),Phosphorus (mg),0.1122
Monocyte number,Phosphorus (mg),0.0582
Mean cell volume (fL),Phosphorus (mg),0.1164
White blood cell count (1000 cells/uL),Phosphorus (mg),0.0138
Mean platelet volume (fL),Phosphorus (mg),-0.0199
SFA 10:0 (Decanoic) (gm),Phosphorus (mg),0.4755
Total calcium (mmol/L),Phosphorus (mg),0.0539
Zinc (mg),Phosphorus (mg),0.8274
Total saturated fatty acids (gm),Phosphorus (mg),0.6455
Mean cell hemoglobin (pg),Phosphorus (mg),0.1025
Albumin (g/L),Phosphorus (mg),0.1291
SFA 16:0 (Hexadecanoic) (gm),Phosphorus (mg),0.641
Vitamin B6 (mg),Phosphorus (mg),0.7375
Total fat (gm),Phosphorus (mg),0.6033
Lactate dehydrogenase LDH (U/L),Phosphorus (mg),-0.0024
"Bilirubin, total (umol/L)",Phosphorus (mg),0.099
Lymphocyte percent (%),Phosphorus (mg),-0.0698
Platelet count SI (1000 cells/uL),Phosphorus (mg),-0.1143
Globulin (g/L),Potassium (mg),-0.1019
Aspartate aminotransferase AST (U/L),Potassium (mg),0.1221
Total protein (g/L),Potassium (mg),0.0094
White blood cell count (1000 cells/uL),Potassium (mg),0.0281
Cholesterol (mmol/L),Potassium (mg),-0.0663
Mean platelet volume (fL),Potassium (mg),-0.0317
Protein (gm),Potassium (mg),0.7926
Hemoglobin (g/dL),Potassium (mg),0.1463
Monocyte number,Potassium (mg),0.0687
Eosinophils number,Potassium (mg),0.0633
Lactate dehydrogenase LDH (U/L),Potassium (mg),-0.0129
Segmented neutrophils number,Potassium (mg),0.0456
Total fat (gm),Potassium (mg),0.5423
Triglycerides (mmol/L),Potassium (mg),-0.0398
"Bilirubin, total (umol/L)",Potassium (mg),0.0729
SFA 16:0 (Hexadecanoic) (gm),Potassium (mg),0.5675
Glycohemoglobin (%),Potassium (mg),-0.0599
"Glucose, serum (mmol/L)",Potassium (mg),-0.0034
Hematocrit (%),Potassium (mg),0.1561
Vitamin B6 (mg),Potassium (mg),0.8151
SFA 12:0 (Dodecanoic) (gm),Potassium (mg),0.4301
Lymphocyte percent (%),Potassium (mg),-0.0657
Zinc (mg),Potassium (mg),0.786
Red blood cell count (million cells/uL),Potassium (mg),0.1002
SFA 8:0 (Octanoic) (gm),Potassium (mg),0.3287
Uric acid (umol/L),Potassium (mg),0.0459
Albumin (g/L),Potassium (mg),0.1311
Alanine aminotransferase ALT (U/L),Potassium (mg),0.1136
SFA 14:0 (Tetradecanoic) (gm),Potassium (mg),0.5133
Red cell distribution width (%),Potassium (mg),-0.0375
SFA 10:0 (Decanoic) (gm),Potassium (mg),0.3914
Platelet count SI (1000 cells/uL),Potassium (mg),-0.0795
Phosphorus (mmol/L),Potassium (mg),0.0183
Vitamin C (mg),Potassium (mg),0.4305
Creatinine (umol/L),Potassium (mg),0.1354
Vitamin B12 (mcg),Potassium (mg),0.5575
"Iron, refigerated (umol/L)",Potassium (mg),0.0042
Potassium (mmol/L),Potassium (mg),0.0889
Basophils percent (%),Potassium (mg),-0.0086
Cotinine (ng/mL),Potassium (mg),-0.0837
Vitamin K (mcg),Potassium (mg),0.5456
Mean cell hemoglobin (pg),Potassium (mg),0.0721
"Vitamin A, RAE (mcg)",Potassium (mg),0.4989
"Albumin, urine (mg/L) SI",Potassium (mg),-0.0836
Theobromine (mg),Potassium (mg),0.1444
Riboflavin (Vitamin B2) (mg),Potassium (mg),0.8136
SFA 4:0 (Butanoic) (gm),Potassium (mg),0.3662
Thiamin (Vitamin B1) (mg),Potassium (mg),0.7522
SFA 18:0 (Octadecanoic) (gm),Potassium (mg),0.5429
Alkaline phosphotase (U/L),Potassium (mg),0.0023
Monocyte percent (%),Potassium (mg),0.0499
Total sugars (gm),Potassium (mg),0.5994
Eosinophils percent (%),Potassium (mg),0.0508
Sodium (mg),Potassium (mg),0.7575
Selenium (mcg),Potassium (mg),0.7647
Total calcium (mmol/L),Potassium (mg),0.0741
Chloride (mmol/L),Potassium (mg),-0.049
Mean cell volume (fL),Potassium (mg),0.1011
Total saturated fatty acids (gm),Potassium (mg),0.5591
SFA 6:0 (Hexanoic) (gm),Potassium (mg),0.3621
Retinol (mcg),Potassium (mg),0.2941
Basophils number,Potassium (mg),-3e-04
Gamma glutamyl transferase (U/L),Potassium (mg),0.0479
Sodium (mmol/L),Potassium (mg),0.0502
Segmented neutrophils percent (%),Potassium (mg),0.0607
Lymphocyte number,Potassium (mg),-0.0329
Osmolality (mmol/Kg),Potassium (mg),0.0928
Blood urea nitrogen (mmol/L),Potassium (mg),0.1428
Bicarbonate (mmol/L),Potassium (mg),0.0209
Thiamin (Vitamin B1) (mg),Protein (gm),0.7115
Potassium (mmol/L),Protein (gm),0.0788
SFA 4:0 (Butanoic) (gm),Protein (gm),0.3984
Gamma glutamyl transferase (U/L),Protein (gm),0.0506
SFA 10:0 (Decanoic) (gm),Protein (gm),0.4266
Monocyte number,Protein (gm),0.063
Phosphorus (mmol/L),Protein (gm),0.0335
SFA 18:0 (Octadecanoic) (gm),Protein (gm),0.6898
Red cell distribution width (%),Protein (gm),-0.0778
Alanine aminotransferase ALT (U/L),Protein (gm),0.1186
Riboflavin (Vitamin B2) (mg),Protein (gm),0.755
Red blood cell count (million cells/uL),Protein (gm),0.1067
Theobromine (mg),Protein (gm),0.0833
Globulin (g/L),Protein (gm),-0.0977
Lactate dehydrogenase LDH (U/L),Protein (gm),-8e-04
Cotinine (ng/mL),Protein (gm),-0.0968
Total fat (gm),Protein (gm),0.67
SFA 14:0 (Tetradecanoic) (gm),Protein (gm),0.6445
White blood cell count (1000 cells/uL),Protein (gm),0.0041
Alkaline phosphotase (U/L),Protein (gm),0.0234
Hematocrit (%),Protein (gm),0.1686
Uric acid (umol/L),Protein (gm),0.0894
Mean platelet volume (fL),Protein (gm),0.0106
SFA 16:0 (Hexadecanoic) (gm),Protein (gm),0.7029
Selenium (mcg),Protein (gm),0.8694
Vitamin B12 (mcg),Protein (gm),0.6571
Cholesterol (mmol/L),Protein (gm),-0.0613
"Albumin, urine (mg/L) SI",Protein (gm),-0.0596
Lymphocyte percent (%),Protein (gm),-0.0452
Platelet count SI (1000 cells/uL),Protein (gm),-0.1175
Bicarbonate (mmol/L),Protein (gm),0.0277
Vitamin C (mg),Protein (gm),0.2794
Glycohemoglobin (%),Protein (gm),-0.0712
Total sugars (gm),Protein (gm),0.5042
SFA 8:0 (Octanoic) (gm),Protein (gm),0.3414
"Iron, refigerated (umol/L)",Protein (gm),0.0426
Sodium (mg),Protein (gm),0.7958
Zinc (mg),Protein (gm),0.8261
Chloride (mmol/L),Protein (gm),-0.0083
Segmented neutrophils number,Protein (gm),0.0156
Segmented neutrophils percent (%),Protein (gm),0.0306
Retinol (mcg),Protein (gm),0.3457
Vitamin K (mcg),Protein (gm),0.5505
Mean cell hemoglobin (pg),Protein (gm),0.0996
Vitamin B6 (mg),Protein (gm),0.7025
"Bilirubin, total (umol/L)",Protein (gm),0.0797
Sodium (mmol/L),Protein (gm),0.0743
Albumin (g/L),Protein (gm),0.1099
Creatinine (umol/L),Protein (gm),0.1433
Mean cell volume (fL),Protein (gm),0.1111
Blood urea nitrogen (mmol/L),Protein (gm),0.2153
SFA 6:0 (Hexanoic) (gm),Protein (gm),0.3891
Eosinophils number,Protein (gm),0.0329
SFA 12:0 (Dodecanoic) (gm),Protein (gm),0.462
Total protein (g/L),Protein (gm),-0.0042
Osmolality (mmol/Kg),Protein (gm),0.1396
Lymphocyte number,Protein (gm),-0.0376
Basophils percent (%),Protein (gm),-0.0145
Total saturated fatty acids (gm),Protein (gm),0.695
Eosinophils percent (%),Protein (gm),0.0641
Total calcium (mmol/L),Protein (gm),0.0422
"Glucose, serum (mmol/L)",Protein (gm),-0.0033
Aspartate aminotransferase AST (U/L),Protein (gm),0.1065
Basophils number,Protein (gm),-0.0108
Hemoglobin (g/dL),Protein (gm),0.1713
Triglycerides (mmol/L),Protein (gm),-0.0284
"Vitamin A, RAE (mcg)",Protein (gm),0.5382
Monocyte percent (%),Protein (gm),0.0623
Glycohemoglobin (%),Retinol (mcg),-0.0144
Triglycerides (mmol/L),Retinol (mcg),-0.0575
Gamma glutamyl transferase (U/L),Retinol (mcg),-0.0528
"Iron, refigerated (umol/L)",Retinol (mcg),0.0013
Vitamin B12 (mcg),Retinol (mcg),0.4367
Basophils percent (%),Retinol (mcg),0.0109
Globulin (g/L),Retinol (mcg),-0.0902
Uric acid (umol/L),Retinol (mcg),-0.0427
Vitamin K (mcg),Retinol (mcg),0.2986
Thiamin (Vitamin B1) (mg),Retinol (mcg),0.3732
Hematocrit (%),Retinol (mcg),0.0049
Lymphocyte number,Retinol (mcg),-0.0411
Hemoglobin (g/dL),Retinol (mcg),0.0022
Bicarbonate (mmol/L),Retinol (mcg),-0.0307
SFA 10:0 (Decanoic) (gm),Retinol (mcg),0.4433
Platelet count SI (1000 cells/uL),Retinol (mcg),-0.0915
Total protein (g/L),Retinol (mcg),-0.0744
"Vitamin A, RAE (mcg)",Retinol (mcg),0.5904
Vitamin B6 (mg),Retinol (mcg),0.3229
Basophils number,Retinol (mcg),0.0288
SFA 12:0 (Dodecanoic) (gm),Retinol (mcg),0.3777
White blood cell count (1000 cells/uL),Retinol (mcg),-0.053
Eosinophils number,Retinol (mcg),-0.0054
SFA 6:0 (Hexanoic) (gm),Retinol (mcg),0.5651
SFA 4:0 (Butanoic) (gm),Retinol (mcg),0.5857
Total fat (gm),Retinol (mcg),0.4186
SFA 16:0 (Hexadecanoic) (gm),Retinol (mcg),0.4312
Monocyte number,Retinol (mcg),-0.0273
Mean cell hemoglobin (pg),Retinol (mcg),-0.0187
Total calcium (mmol/L),Retinol (mcg),-0.0397
Riboflavin (Vitamin B2) (mg),Retinol (mcg),0.4489
Total sugars (gm),Retinol (mcg),0.204
Total saturated fatty acids (gm),Retinol (mcg),0.4502
Alanine aminotransferase ALT (U/L),Retinol (mcg),-0.0095
Alkaline phosphotase (U/L),Retinol (mcg),0.06
Albumin (g/L),Retinol (mcg),8e-04
Potassium (mmol/L),Retinol (mcg),0.0192
Red blood cell count (million cells/uL),Retinol (mcg),0.0148
"Glucose, serum (mmol/L)",Retinol (mcg),0.0194
Eosinophils percent (%),Retinol (mcg),0.031
SFA 8:0 (Octanoic) (gm),Retinol (mcg),0.6037
Lactate dehydrogenase LDH (U/L),Retinol (mcg),0.0262
"Albumin, urine (mg/L) SI",Retinol (mcg),-0.0315
Theobromine (mg),Retinol (mcg),0.1165
SFA 14:0 (Tetradecanoic) (gm),Retinol (mcg),0.5055
Segmented neutrophils percent (%),Retinol (mcg),-0.0157
Mean cell volume (fL),Retinol (mcg),-0.0166
Chloride (mmol/L),Retinol (mcg),0.0199
Mean platelet volume (fL),Retinol (mcg),-0.0044
Vitamin C (mg),Retinol (mcg),0.178
Lymphocyte percent (%),Retinol (mcg),0.0141
Segmented neutrophils number,Retinol (mcg),-0.0441
Cholesterol (mmol/L),Retinol (mcg),-0.0409
Phosphorus (mmol/L),Retinol (mcg),0.0702
"Bilirubin, total (umol/L)",Retinol (mcg),-0.0188
Aspartate aminotransferase AST (U/L),Retinol (mcg),0.0562
Zinc (mg),Retinol (mcg),0.3115
Osmolality (mmol/Kg),Retinol (mcg),0.0283
SFA 18:0 (Octadecanoic) (gm),Retinol (mcg),0.4259
Sodium (mmol/L),Retinol (mcg),-0.0229
Blood urea nitrogen (mmol/L),Retinol (mcg),0.1259
Red cell distribution width (%),Retinol (mcg),1e-04
Sodium (mg),Retinol (mcg),0.3379
Creatinine (umol/L),Retinol (mcg),-0.019
Selenium (mcg),Retinol (mcg),0.3115
Cotinine (ng/mL),Retinol (mcg),-0.148
Monocyte percent (%),Retinol (mcg),0.0221
Segmented neutrophils percent (%),SFA 4:0 (Butanoic) (gm),0.0324
Vitamin K (mcg),SFA 4:0 (Butanoic) (gm),0.2781
Eosinophils percent (%),SFA 4:0 (Butanoic) (gm),-0.0176
"Albumin, urine (mg/L) SI",SFA 4:0 (Butanoic) (gm),-0.0236
Lymphocyte percent (%),SFA 4:0 (Butanoic) (gm),-0.0037
Thiamin (Vitamin B1) (mg),SFA 4:0 (Butanoic) (gm),0.3988
Triglycerides (mmol/L),SFA 4:0 (Butanoic) (gm),-0.0543
Zinc (mg),SFA 4:0 (Butanoic) (gm),0.393
"Iron, refigerated (umol/L)",SFA 4:0 (Butanoic) (gm),-0.0018
"Vitamin A, RAE (mcg)",SFA 4:0 (Butanoic) (gm),0.4349
Basophils percent (%),SFA 4:0 (Butanoic) (gm),-0.0148
Alkaline phosphotase (U/L),SFA 4:0 (Butanoic) (gm),0.0464
Total calcium (mmol/L),SFA 4:0 (Butanoic) (gm),0.0148
Mean cell volume (fL),SFA 4:0 (Butanoic) (gm),0.086
Selenium (mcg),SFA 4:0 (Butanoic) (gm),0.4059
Alanine aminotransferase ALT (U/L),SFA 4:0 (Butanoic) (gm),0.0241
Total sugars (gm),SFA 4:0 (Butanoic) (gm),0.2375
Potassium (mmol/L),SFA 4:0 (Butanoic) (gm),0.0506
Mean cell hemoglobin (pg),SFA 4:0 (Butanoic) (gm),0.0941
Phosphorus (mmol/L),SFA 4:0 (Butanoic) (gm),0.0081
Creatinine (umol/L),SFA 4:0 (Butanoic) (gm),0.0188
"Bilirubin, total (umol/L)",SFA 4:0 (Butanoic) (gm),0.0163
SFA 18:0 (Octadecanoic) (gm),SFA 4:0 (Butanoic) (gm),0.4269
Albumin (g/L),SFA 4:0 (Butanoic) (gm),0.0126
Total saturated fatty acids (gm),SFA 4:0 (Butanoic) (gm),0.4562
Segmented neutrophils number,SFA 4:0 (Butanoic) (gm),-0.0213
Sodium (mmol/L),SFA 4:0 (Butanoic) (gm),-0.02
Lactate dehydrogenase LDH (U/L),SFA 4:0 (Butanoic) (gm),0.011
Basophils number,SFA 4:0 (Butanoic) (gm),-0.0218
Hemoglobin (g/dL),SFA 4:0 (Butanoic) (gm),0.0259
Cotinine (ng/mL),SFA 4:0 (Butanoic) (gm),-0.121
SFA 10:0 (Decanoic) (gm),SFA 4:0 (Butanoic) (gm),0.767
Blood urea nitrogen (mmol/L),SFA 4:0 (Butanoic) (gm),0.1392
SFA 6:0 (Hexanoic) (gm),SFA 4:0 (Butanoic) (gm),0.9333
Monocyte percent (%),SFA 4:0 (Butanoic) (gm),0.0261
Red blood cell count (million cells/uL),SFA 4:0 (Butanoic) (gm),-0.04
SFA 8:0 (Octanoic) (gm),SFA 4:0 (Butanoic) (gm),0.8847
Lymphocyte number,SFA 4:0 (Butanoic) (gm),-0.0558
Hematocrit (%),SFA 4:0 (Butanoic) (gm),0.0084
Glycohemoglobin (%),SFA 4:0 (Butanoic) (gm),-0.0921
SFA 14:0 (Tetradecanoic) (gm),SFA 4:0 (Butanoic) (gm),0.5969
SFA 12:0 (Dodecanoic) (gm),SFA 4:0 (Butanoic) (gm),0.6138
Monocyte number,SFA 4:0 (Butanoic) (gm),-0.0262
"Glucose, serum (mmol/L)",SFA 4:0 (Butanoic) (gm),-0.0201
Eosinophils number,SFA 4:0 (Butanoic) (gm),0.016
Total fat (gm),SFA 4:0 (Butanoic) (gm),0.3757
Vitamin B12 (mcg),SFA 4:0 (Butanoic) (gm),0.4663
Gamma glutamyl transferase (U/L),SFA 4:0 (Butanoic) (gm),-0.0744
Bicarbonate (mmol/L),SFA 4:0 (Butanoic) (gm),-0.052
SFA 16:0 (Hexadecanoic) (gm),SFA 4:0 (Butanoic) (gm),0.4302
Riboflavin (Vitamin B2) (mg),SFA 4:0 (Butanoic) (gm),0.4686
White blood cell count (1000 cells/uL),SFA 4:0 (Butanoic) (gm),-0.0511
Sodium (mg),SFA 4:0 (Butanoic) (gm),0.3887
Platelet count SI (1000 cells/uL),SFA 4:0 (Butanoic) (gm),-0.1054
Theobromine (mg),SFA 4:0 (Butanoic) (gm),0.1304
Cholesterol (mmol/L),SFA 4:0 (Butanoic) (gm),-0.0299
Mean platelet volume (fL),SFA 4:0 (Butanoic) (gm),-0.0427
Osmolality (mmol/Kg),SFA 4:0 (Butanoic) (gm),0.0261
Total protein (g/L),SFA 4:0 (Butanoic) (gm),-0.077
Chloride (mmol/L),SFA 4:0 (Butanoic) (gm),0.0476
Red cell distribution width (%),SFA 4:0 (Butanoic) (gm),-0.0392
Vitamin B6 (mg),SFA 4:0 (Butanoic) (gm),0.2827
Vitamin C (mg),SFA 4:0 (Butanoic) (gm),0.1962
Uric acid (umol/L),SFA 4:0 (Butanoic) (gm),6e-04
Aspartate aminotransferase AST (U/L),SFA 4:0 (Butanoic) (gm),0.0259
Globulin (g/L),SFA 4:0 (Butanoic) (gm),-0.1008
Creatinine (umol/L),SFA 6:0 (Hexanoic) (gm),0.0054
Phosphorus (mmol/L),SFA 6:0 (Hexanoic) (gm),0.0227
Alkaline phosphotase (U/L),SFA 6:0 (Hexanoic) (gm),0.0567
Hematocrit (%),SFA 6:0 (Hexanoic) (gm),-0.0018
Vitamin K (mcg),SFA 6:0 (Hexanoic) (gm),0.2745
Red blood cell count (million cells/uL),SFA 6:0 (Hexanoic) (gm),-0.0483
Uric acid (umol/L),SFA 6:0 (Hexanoic) (gm),-0.0118
Cholesterol (mmol/L),SFA 6:0 (Hexanoic) (gm),-0.0342
Basophils percent (%),SFA 6:0 (Hexanoic) (gm),-0.0091
Triglycerides (mmol/L),SFA 6:0 (Hexanoic) (gm),-0.056
Chloride (mmol/L),SFA 6:0 (Hexanoic) (gm),0.0358
Basophils number,SFA 6:0 (Hexanoic) (gm),-0.008
Hemoglobin (g/dL),SFA 6:0 (Hexanoic) (gm),0.0152
Potassium (mmol/L),SFA 6:0 (Hexanoic) (gm),0.0764
Osmolality (mmol/Kg),SFA 6:0 (Hexanoic) (gm),0.0023
SFA 12:0 (Dodecanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.6267
SFA 16:0 (Hexadecanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.4364
Total protein (g/L),SFA 6:0 (Hexanoic) (gm),-0.0696
Vitamin B12 (mcg),SFA 6:0 (Hexanoic) (gm),0.4433
Cotinine (ng/mL),SFA 6:0 (Hexanoic) (gm),-0.1082
Sodium (mmol/L),SFA 6:0 (Hexanoic) (gm),-0.0331
Selenium (mcg),SFA 6:0 (Hexanoic) (gm),0.399
Monocyte percent (%),SFA 6:0 (Hexanoic) (gm),0.0134
SFA 10:0 (Decanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.7657
Segmented neutrophils percent (%),SFA 6:0 (Hexanoic) (gm),0.0467
Vitamin C (mg),SFA 6:0 (Hexanoic) (gm),0.1869
"Glucose, serum (mmol/L)",SFA 6:0 (Hexanoic) (gm),-0.0363
"Vitamin A, RAE (mcg)",SFA 6:0 (Hexanoic) (gm),0.4257
White blood cell count (1000 cells/uL),SFA 6:0 (Hexanoic) (gm),-0.0409
SFA 18:0 (Octadecanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.4337
Globulin (g/L),SFA 6:0 (Hexanoic) (gm),-0.0922
Aspartate aminotransferase AST (U/L),SFA 6:0 (Hexanoic) (gm),0.0326
Theobromine (mg),SFA 6:0 (Hexanoic) (gm),0.1334
Mean cell hemoglobin (pg),SFA 6:0 (Hexanoic) (gm),0.0896
Lactate dehydrogenase LDH (U/L),SFA 6:0 (Hexanoic) (gm),0.0238
Eosinophils number,SFA 6:0 (Hexanoic) (gm),0.0011
Glycohemoglobin (%),SFA 6:0 (Hexanoic) (gm),-0.0658
Total fat (gm),SFA 6:0 (Hexanoic) (gm),0.3829
"Iron, refigerated (umol/L)",SFA 6:0 (Hexanoic) (gm),-0.0195
Eosinophils percent (%),SFA 6:0 (Hexanoic) (gm),-0.0214
Riboflavin (Vitamin B2) (mg),SFA 6:0 (Hexanoic) (gm),0.4545
SFA 8:0 (Octanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.9143
Mean cell volume (fL),SFA 6:0 (Hexanoic) (gm),0.0828
Lymphocyte percent (%),SFA 6:0 (Hexanoic) (gm),-0.0155
Thiamin (Vitamin B1) (mg),SFA 6:0 (Hexanoic) (gm),0.3776
Bicarbonate (mmol/L),SFA 6:0 (Hexanoic) (gm),-0.0596
Total calcium (mmol/L),SFA 6:0 (Hexanoic) (gm),0.0102
Segmented neutrophils number,SFA 6:0 (Hexanoic) (gm),-0.0076
Gamma glutamyl transferase (U/L),SFA 6:0 (Hexanoic) (gm),-0.0596
Total sugars (gm),SFA 6:0 (Hexanoic) (gm),0.2402
Blood urea nitrogen (mmol/L),SFA 6:0 (Hexanoic) (gm),0.1151
Mean platelet volume (fL),SFA 6:0 (Hexanoic) (gm),-0.0461
Lymphocyte number,SFA 6:0 (Hexanoic) (gm),-0.0561
Total saturated fatty acids (gm),SFA 6:0 (Hexanoic) (gm),0.4647
SFA 14:0 (Tetradecanoic) (gm),SFA 6:0 (Hexanoic) (gm),0.6062
Platelet count SI (1000 cells/uL),SFA 6:0 (Hexanoic) (gm),-0.1003
Monocyte number,SFA 6:0 (Hexanoic) (gm),-0.0284
Albumin (g/L),SFA 6:0 (Hexanoic) (gm),0.0165
"Albumin, urine (mg/L) SI",SFA 6:0 (Hexanoic) (gm),-0.0218
Sodium (mg),SFA 6:0 (Hexanoic) (gm),0.3871
Alanine aminotransferase ALT (U/L),SFA 6:0 (Hexanoic) (gm),0.0219
Vitamin B6 (mg),SFA 6:0 (Hexanoic) (gm),0.2813
Zinc (mg),SFA 6:0 (Hexanoic) (gm),0.3819
Red cell distribution width (%),SFA 6:0 (Hexanoic) (gm),-0.0408
"Bilirubin, total (umol/L)",SFA 6:0 (Hexanoic) (gm),0.0134
Red blood cell count (million cells/uL),SFA 8:0 (Octanoic) (gm),-0.0284
SFA 18:0 (Octadecanoic) (gm),SFA 8:0 (Octanoic) (gm),0.4087
Vitamin B6 (mg),SFA 8:0 (Octanoic) (gm),0.2667
Creatinine (umol/L),SFA 8:0 (Octanoic) (gm),0.0206
Hematocrit (%),SFA 8:0 (Octanoic) (gm),0.0033
Total protein (g/L),SFA 8:0 (Octanoic) (gm),-0.0547
SFA 10:0 (Decanoic) (gm),SFA 8:0 (Octanoic) (gm),0.8088
Selenium (mcg),SFA 8:0 (Octanoic) (gm),0.3413
"Vitamin A, RAE (mcg)",SFA 8:0 (Octanoic) (gm),0.4307
Thiamin (Vitamin B1) (mg),SFA 8:0 (Octanoic) (gm),0.3636
"Bilirubin, total (umol/L)",SFA 8:0 (Octanoic) (gm),-0.0079
Mean cell hemoglobin (pg),SFA 8:0 (Octanoic) (gm),0.0622
White blood cell count (1000 cells/uL),SFA 8:0 (Octanoic) (gm),-0.0516
Total sugars (gm),SFA 8:0 (Octanoic) (gm),0.2074
SFA 16:0 (Hexadecanoic) (gm),SFA 8:0 (Octanoic) (gm),0.4039
Aspartate aminotransferase AST (U/L),SFA 8:0 (Octanoic) (gm),0.0297
Potassium (mmol/L),SFA 8:0 (Octanoic) (gm),0.0357
Phosphorus (mmol/L),SFA 8:0 (Octanoic) (gm),-0.0075
Mean cell volume (fL),SFA 8:0 (Octanoic) (gm),0.0574
Riboflavin (Vitamin B2) (mg),SFA 8:0 (Octanoic) (gm),0.4481
Vitamin C (mg),SFA 8:0 (Octanoic) (gm),0.1677
Osmolality (mmol/Kg),SFA 8:0 (Octanoic) (gm),0.0126
Sodium (mg),SFA 8:0 (Octanoic) (gm),0.3364
Triglycerides (mmol/L),SFA 8:0 (Octanoic) (gm),-0.0755
Albumin (g/L),SFA 8:0 (Octanoic) (gm),0.0152
"Iron, refigerated (umol/L)",SFA 8:0 (Octanoic) (gm),-0.024
Bicarbonate (mmol/L),SFA 8:0 (Octanoic) (gm),-0.0316
Lymphocyte number,SFA 8:0 (Octanoic) (gm),-0.0435
Uric acid (umol/L),SFA 8:0 (Octanoic) (gm),-0.0344
Eosinophils percent (%),SFA 8:0 (Octanoic) (gm),-0.0195
Vitamin B12 (mcg),SFA 8:0 (Octanoic) (gm),0.403
Total saturated fatty acids (gm),SFA 8:0 (Octanoic) (gm),0.4433
SFA 14:0 (Tetradecanoic) (gm),SFA 8:0 (Octanoic) (gm),0.6031
Monocyte number,SFA 8:0 (Octanoic) (gm),-0.0221
Mean platelet volume (fL),SFA 8:0 (Octanoic) (gm),-0.0271
Segmented neutrophils number,SFA 8:0 (Octanoic) (gm),-0.0292
Chloride (mmol/L),SFA 8:0 (Octanoic) (gm),0.0222
Lactate dehydrogenase LDH (U/L),SFA 8:0 (Octanoic) (gm),-0.0036
Red cell distribution width (%),SFA 8:0 (Octanoic) (gm),-0.0329
